name,category,top,psf1,psf2,notes,link
SCULPTURA ARDMORE,,1/12/2020,0,5022,some notes,https://share.ecoprop.com/SCULPTURA-ARDMORE/R065963D
SEAHILL,,1/12/2020,1649,0,some notes,https://share.ecoprop.com/SEAHILL/R065963D
SEASCAPE,,1/12/2020,0,1952,some notes,https://share.ecoprop.com/SEASCAPE/R065963D
SEASONS PARK,,1/12/2020,0,901,some notes,https://share.ecoprop.com/SEASONS-PARK/R065963D
SEASTRAND,,1/12/2020,1220,0,some notes,https://share.ecoprop.com/SEASTRAND/R065963D
SELETAR PARK RESIDENCE,,1/12/2020,1320,1216,some notes,https://share.ecoprop.com/SELETAR-PARK-RESIDENCE/R065963D
SELETAR SPRINGS CONDOMINIUM,,1/12/2020,965,928,some notes,https://share.ecoprop.com/SELETAR-SPRINGS-CONDOMINIUM/R065963D
SENNETT RESIDENCE,,1/12/2020,1612,0,some notes,https://share.ecoprop.com/SENNETT-RESIDENCE/R065963D
SEVENTY SAINT PATRICK'S,,1/12/2020,2108,0,some notes,https://share.ecoprop.com/SEVENTY-SAINT-PATRICK'S/R065963D
SHELFORD REGENCY,,1/12/2020,0,2122,some notes,https://share.ecoprop.com/SHELFORD-REGENCY/R065963D
SIGNATURE PARK,,1/12/2020,0,1505,some notes,https://share.ecoprop.com/SIGNATURE-PARK/R065963D
SILVERSEA,,1/12/2020,0,1830,some notes,https://share.ecoprop.com/SILVERSEA/R065963D
SIMS URBAN OASIS,,1/12/2020,1696,1749,some notes,https://share.ecoprop.com/SIMS-URBAN-OASIS/R065963D
SKIES MILTONIA,,1/12/2020,1202,0,some notes,https://share.ecoprop.com/SKIES-MILTONIA/R065963D
SKY GREEN,,1/12/2020,1676,0,some notes,https://share.ecoprop.com/SKY-GREEN/R065963D
SKY HABITAT,,1/12/2020,1824,0,some notes,https://share.ecoprop.com/SKY-HABITAT/R065963D
SKY VUE,,1/12/2020,1969,2016,some notes,https://share.ecoprop.com/SKY-VUE/R065963D
SKYLINE RESIDENCES,,1/12/2020,2193,2090,some notes,https://share.ecoprop.com/SKYLINE-RESIDENCES/R065963D
SOLEIL @ SINARAN,,1/12/2020,1978,2154,some notes,https://share.ecoprop.com/SOLEIL-SINARAN/R065963D
SOMMERVILLE PARK,,1/12/2020,0,1989,some notes,https://share.ecoprop.com/SOMMERVILLE-PARK/R065963D
SOPHIA HILLS,,1/12/2020,2078,2046,some notes,https://share.ecoprop.com/SOPHIA-HILLS/R065963D
SPOTTISWOODE RESIDENCES,,1/12/2020,2539,0,some notes,https://share.ecoprop.com/SPOTTISWOODE-RESIDENCES/R065963D
SPRING GROVE,,1/12/2020,0,1828,some notes,https://share.ecoprop.com/SPRING-GROVE/R065963D
STRATFORD COURT,,1/12/2020,1071,1004,some notes,https://share.ecoprop.com/STRATFORD-COURT/R065963D
STRATUM,,1/12/2020,1264,0,some notes,https://share.ecoprop.com/STRATUM/R065963D
STURDEE RESIDENCES,,1/12/2020,2072,1858,some notes,https://share.ecoprop.com/STURDEE-RESIDENCES/R065963D
SUNHAVEN,,1/12/2020,0,1209,some notes,https://share.ecoprop.com/SUNHAVEN/R065963D
SUNNY PALMS,,1/12/2020,0,1043,some notes,https://share.ecoprop.com/SUNNY-PALMS/R065963D
SUNRISE GARDENS,,1/12/2020,992,0,some notes,https://share.ecoprop.com/SUNRISE-GARDENS/R065963D
SYMPHONY HEIGHTS,,1/12/2020,1651,1454,some notes,https://share.ecoprop.com/SYMPHONY-HEIGHTS/R065963D
SYMPHONY SUITES,,1/12/2020,1250,1222,some notes,https://share.ecoprop.com/SYMPHONY-SUITES/R065963D
TANAMERA CREST,,1/12/2020,0,963,some notes,https://share.ecoprop.com/TANAMERA-CREST/R065963D
TANGLIN PARK,,1/12/2020,0,2226,some notes,https://share.ecoprop.com/TANGLIN-PARK/R065963D
TANGLIN REGENCY,,1/12/2020,1703,0,some notes,https://share.ecoprop.com/TANGLIN-REGENCY/R065963D
TANGLIN VIEW,,1/12/2020,0,1603,some notes,https://share.ecoprop.com/TANGLIN-VIEW/R065963D
TEMBUSU GRAND,,1/12/2020,2480,2426,some notes,https://share.ecoprop.com/TEMBUSU-GRAND/R065963D
THE ALPS RESIDENCES,,1/12/2020,1420,1392,some notes,https://share.ecoprop.com/THE-ALPS-RESIDENCES/R065963D
THE ANCHORAGE,,1/12/2020,0,1758,some notes,https://share.ecoprop.com/THE-ANCHORAGE/R065963D
THE ARTE,,1/12/2020,0,1709,some notes,https://share.ecoprop.com/THE-ARTE/R065963D
THE AVENIR,,1/12/2020,3126,3318,some notes,https://share.ecoprop.com/THE-AVENIR/R065963D
THE BAYSHORE,,1/12/2020,1130,1286,some notes,https://share.ecoprop.com/THE-BAYSHORE/R065963D
THE BLOSSOMVALE,,1/12/2020,1995,0,some notes,https://share.ecoprop.com/THE-BLOSSOMVALE/R065963D
THE BOTANY AT DAIRY FARM,,1/12/2020,2169,2069,some notes,https://share.ecoprop.com/THE-BOTANY-AT-DAIRY-FARM/R065963D
THE CALROSE,,1/12/2020,0,1712,some notes,https://share.ecoprop.com/THE-CALROSE/R065963D
THE CARPMAELINA,,1/12/2020,0,1509,some notes,https://share.ecoprop.com/THE-CARPMAELINA/R065963D
THE CASCADIA,,1/12/2020,2034,2060,some notes,https://share.ecoprop.com/THE-CASCADIA/R065963D
THE CLEARWATER,,1/12/2020,0,1200,some notes,https://share.ecoprop.com/THE-CLEARWATER/R065963D
THE COMMODORE,,1/12/2020,0,1532,some notes,https://share.ecoprop.com/THE-COMMODORE/R065963D
THE CREEK @ BUKIT,,1/12/2020,1776,1464,some notes,https://share.ecoprop.com/THE-CREEK-BUKIT/R065963D
THE ESTA,,1/12/2020,0,2195,some notes,https://share.ecoprop.com/THE-ESTA/R065963D
THE ESTUARY,,1/12/2020,1262,1090,some notes,https://share.ecoprop.com/THE-ESTUARY/R065963D
THE FORESTA @ MOUNT FABER,,1/12/2020,1841,0,some notes,https://share.ecoprop.com/THE-FORESTA-MOUNT-FABER/R065963D
THE GALE,,1/12/2020,0,1239,some notes,https://share.ecoprop.com/THE-GALE/R065963D
THE GARDENS AT BISHAN,,1/12/2020,1456,0,some notes,https://share.ecoprop.com/THE-GARDENS-AT-BISHAN/R065963D
THE GAZANIA,,1/12/2020,2206,1739,some notes,https://share.ecoprop.com/THE-GAZANIA/R065963D
THE GLADES,,1/12/2020,1552,0,some notes,https://share.ecoprop.com/THE-GLADES/R065963D
THE GREENWICH,,1/12/2020,1184,0,some notes,https://share.ecoprop.com/THE-GREENWICH/R065963D
THE HILLSIDE,,1/12/2020,0,1504,some notes,https://share.ecoprop.com/THE-HILLSIDE/R065963D
THE IMPERIAL,,1/12/2020,0,2427,some notes,https://share.ecoprop.com/THE-IMPERIAL/R065963D
THE INFINITI,,1/12/2020,0,1432,some notes,https://share.ecoprop.com/THE-INFINITI/R065963D
THE INFLORA,,1/12/2020,1364,0,some notes,https://share.ecoprop.com/THE-INFLORA/R065963D
THE INTERLACE,,1/12/2020,0,1425,some notes,https://share.ecoprop.com/THE-INTERLACE/R065963D
THE LADYHILL,,1/12/2020,0,2586,some notes,https://share.ecoprop.com/THE-LADYHILL/R065963D
THE LAKEFRONT RESIDENCES,,1/12/2020,1232,0,some notes,https://share.ecoprop.com/THE-LAKEFRONT-RESIDENCES/R065963D
THE LAKESHORE,,1/12/2020,1324,1311,some notes,https://share.ecoprop.com/THE-LAKESHORE/R065963D
THE LANAI,,1/12/2020,0,1560,some notes,https://share.ecoprop.com/THE-LANAI/R065963D
THE LANDMARK,,1/12/2020,2714,2540,some notes,https://share.ecoprop.com/THE-LANDMARK/R065963D
THE LEGEND,,1/12/2020,0,1795,some notes,https://share.ecoprop.com/THE-LEGEND/R065963D
THE LILIUM,,1/12/2020,0,1788,some notes,https://share.ecoprop.com/THE-LILIUM/R065963D
THE LINE @ TANJONG RHU,,1/12/2020,0,2238,some notes,https://share.ecoprop.com/THE-LINE-TANJONG-RHU/R065963D
THE LOFT,,1/12/2020,2067,2165,some notes,https://share.ecoprop.com/THE-LOFT/R065963D
THE LUXURIE,,1/12/2020,1403,1441,some notes,https://share.ecoprop.com/THE-LUXURIE/R065963D
THE MADEIRA,,1/12/2020,0,1075,some notes,https://share.ecoprop.com/THE-MADEIRA/R065963D
THE MAKENA,,1/12/2020,0,1874,some notes,https://share.ecoprop.com/THE-MAKENA/R065963D
THE MARBELLA,,1/12/2020,0,2373,some notes,https://share.ecoprop.com/THE-MARBELLA/R065963D
THE MAYFAIR,,1/12/2020,0,1049,some notes,https://share.ecoprop.com/THE-MAYFAIR/R065963D
THE METROPOLITAN CONDOMINIUM,,1/12/2020,0,1604,some notes,https://share.ecoprop.com/THE-METROPOLITAN-CONDOMINIUM/R065963D
THE MILTONIA RESIDENCES,,1/12/2020,1210,0,some notes,https://share.ecoprop.com/THE-MILTONIA-RESIDENCES/R065963D
THE MINTON,,1/12/2020,1414,1527,some notes,https://share.ecoprop.com/THE-MINTON/R065963D
THE NAUTICAL,,1/12/2020,0,1226,some notes,https://share.ecoprop.com/THE-NAUTICAL/R065963D
THE NEXUS,,1/12/2020,1953,0,some notes,https://share.ecoprop.com/THE-NEXUS/R065963D
THE PALETTE,,1/12/2020,1403,1304,some notes,https://share.ecoprop.com/THE-PALETTE/R065963D
THE PANORAMA,,1/12/2020,1755,1868,some notes,https://share.ecoprop.com/THE-PANORAMA/R065963D
THE PARC CONDOMINIUM,,1/12/2020,0,1682,some notes,https://share.ecoprop.com/THE-PARC-CONDOMINIUM/R065963D
THE PEAK,,1/12/2020,0,1407,some notes,https://share.ecoprop.com/THE-PEAK/R065963D
THE PEAK@BALMEG,,1/12/2020,0,1655,some notes,https://share.ecoprop.com/THE-PEAK@BALMEG/R065963D
THE QUARTZ,,1/12/2020,0,1309,some notes,https://share.ecoprop.com/THE-QUARTZ/R065963D
THE REEF AT KING'S DOCK,,1/12/2020,0,2606,some notes,https://share.ecoprop.com/THE-REEF-AT-KING'S-DOCK/R065963D
THE SANTORINI,,1/12/2020,1306,1332,some notes,https://share.ecoprop.com/THE-SANTORINI/R065963D
THE SEA VIEW,,1/12/2020,0,2341,some notes,https://share.ecoprop.com/THE-SEA-VIEW/R065963D
THE SEAFRONT ON MEYER,,1/12/2020,0,2124,some notes,https://share.ecoprop.com/THE-SEAFRONT-ON-MEYER/R065963D
THE SHORE RESIDENCES,,1/12/2020,1804,1970,some notes,https://share.ecoprop.com/THE-SHORE-RESIDENCES/R065963D
THE SIXTH AVENUE RESIDENCES,,1/12/2020,0,1801,some notes,https://share.ecoprop.com/THE-SIXTH-AVENUE-RESIDENCES/R065963D
THE SKYWOODS,,1/12/2020,1450,0,some notes,https://share.ecoprop.com/THE-SKYWOODS/R065963D
THE SOLITAIRE,,1/12/2020,0,2343,some notes,https://share.ecoprop.com/THE-SOLITAIRE/R065963D
THE SORRENTO,,1/12/2020,1627,0,some notes,https://share.ecoprop.com/THE-SORRENTO/R065963D
THE SOUND,,1/12/2020,0,1864,some notes,https://share.ecoprop.com/THE-SOUND/R065963D
THE SPRINGBLOOM,,1/12/2020,0,1440,some notes,https://share.ecoprop.com/THE-SPRINGBLOOM/R065963D
THE STELLAR,,1/12/2020,0,1728,some notes,https://share.ecoprop.com/THE-STELLAR/R065963D
THE SUITES AT CENTRAL,,1/12/2020,0,2600,some notes,https://share.ecoprop.com/THE-SUITES-AT-CENTRAL/R065963D
THE SUMMIT,,1/12/2020,0,1426,some notes,https://share.ecoprop.com/THE-SUMMIT/R065963D
THE TAPESTRY,,1/12/2020,1645,1504,some notes,https://share.ecoprop.com/THE-TAPESTRY/R065963D
THE TESSARINA,,1/12/2020,0,2190,some notes,https://share.ecoprop.com/THE-TESSARINA/R065963D
THE TRE VER,,1/12/2020,1884,1912,some notes,https://share.ecoprop.com/THE-TRE-VER/R065963D
THE TREVOSE,,1/12/2020,0,1772,some notes,https://share.ecoprop.com/THE-TREVOSE/R065963D
THE TRILINQ,,1/12/2020,1635,1667,some notes,https://share.ecoprop.com/THE-TRILINQ/R065963D
THE TRIZON,,1/12/2020,0,2090,some notes,https://share.ecoprop.com/THE-TRIZON/R065963D
THE TROPICA,,1/12/2020,0,1002,some notes,https://share.ecoprop.com/THE-TROPICA/R065963D
THE TRUMPS,,1/12/2020,1511,0,some notes,https://share.ecoprop.com/THE-TRUMPS/R065963D
THE VISION,,1/12/2020,0,1548,some notes,https://share.ecoprop.com/THE-VISION/R065963D
THE WATERLINE,,1/12/2020,0,1165,some notes,https://share.ecoprop.com/THE-WATERLINE/R065963D
THE WATERSIDE,,1/12/2020,0,1812,some notes,https://share.ecoprop.com/THE-WATERSIDE/R065963D
THE WHARF RESIDENCE,,1/12/2020,0,2381,some notes,https://share.ecoprop.com/THE-WHARF-RESIDENCE/R065963D
THOMSON 800,,1/12/2020,0,1920,some notes,https://share.ecoprop.com/THOMSON-800/R065963D
THOMSON GRAND,,1/12/2020,0,1634,some notes,https://share.ecoprop.com/THOMSON-GRAND/R065963D
TIERRA VUE,,1/12/2020,0,1968,some notes,https://share.ecoprop.com/TIERRA-VUE/R065963D
TRE RESIDENCES,,1/12/2020,1629,0,some notes,https://share.ecoprop.com/TRE-RESIDENCES/R065963D
TREASURE AT TAMPINES,,1/12/2020,1630,1597,some notes,https://share.ecoprop.com/TREASURE-AT-TAMPINES/R065963D
TREASURE PLACE,,1/12/2020,0,1297,some notes,https://share.ecoprop.com/TREASURE-PLACE/R065963D
TREE HOUSE,,1/12/2020,1484,1402,some notes,https://share.ecoprop.com/TREE-HOUSE/R065963D
TREVISTA,,1/12/2020,1680,1653,some notes,https://share.ecoprop.com/TREVISTA/R065963D
TRILIVE,,1/12/2020,1808,0,some notes,https://share.ecoprop.com/TRILIVE/R065963D
TROPICAL SPRING,,1/12/2020,0,1049,some notes,https://share.ecoprop.com/TROPICAL-SPRING/R065963D
TWIN REGENCY,,1/12/2020,0,2031,some notes,https://share.ecoprop.com/TWIN-REGENCY/R065963D
UBER 388,,1/12/2020,1764,0,some notes,https://share.ecoprop.com/UBER-388/R065963D
URBAN TREASURES,,1/12/2020,2097,0,some notes,https://share.ecoprop.com/URBAN-TREASURES/R065963D
URBAN VISTA,,1/12/2020,1618,1389,some notes,https://share.ecoprop.com/URBAN-VISTA/R065963D
VACANZA @ EAST,,1/12/2020,1395,0,some notes,https://share.ecoprop.com/VACANZA-EAST/R065963D
VALLEY PARK,,1/12/2020,0,2203,some notes,https://share.ecoprop.com/VALLEY-PARK/R065963D
VAN HOLLAND,,1/12/2020,3122,2917,some notes,https://share.ecoprop.com/VAN-HOLLAND/R065963D
VARSITY PARK CONDOMINIUM,,1/12/2020,0,1433,some notes,https://share.ecoprop.com/VARSITY-PARK-CONDOMINIUM/R065963D
VERSAILLES,,1/12/2020,1495,0,some notes,https://share.ecoprop.com/VERSAILLES/R065963D
VILLA AZURA,,1/12/2020,0,1438,some notes,https://share.ecoprop.com/VILLA-AZURA/R065963D
VILLA MARINA,,1/12/2020,0,1171,some notes,https://share.ecoprop.com/VILLA-MARINA/R065963D
VIZ AT HOLLAND,,1/12/2020,1835,0,some notes,https://share.ecoprop.com/VIZ-AT-HOLLAND/R065963D
VUE 8 RESIDENCE,,1/12/2020,0,1313,some notes,https://share.ecoprop.com/VUE-8-RESIDENCE/R065963D
WATER PLACE,,1/12/2020,1721,1651,some notes,https://share.ecoprop.com/WATER-PLACE/R065963D
WATERBANK AT DAKOTA,,1/12/2020,1778,1668,some notes,https://share.ecoprop.com/WATERBANK-AT-DAKOTA/R065963D
WATERFRONT ISLE,,1/12/2020,1454,1644,some notes,https://share.ecoprop.com/WATERFRONT-ISLE/R065963D
WATERFRONT KEY,,1/12/2020,1439,1455,some notes,https://share.ecoprop.com/WATERFRONT-KEY/R065963D
WATERFRONT WAVES,,1/12/2020,1239,1446,some notes,https://share.ecoprop.com/WATERFRONT-WAVES/R065963D
WATERVIEW,,1/12/2020,1251,1058,some notes,https://share.ecoprop.com/WATERVIEW/R065963D
WATTEN HILL,,1/12/2020,0,1798,some notes,https://share.ecoprop.com/WATTEN-HILL/R065963D
WEST BAY CONDOMINIUM,,1/12/2020,0,1076,some notes,https://share.ecoprop.com/WEST-BAY-CONDOMINIUM/R065963D
WESTCOVE CONDOMINIUM,,1/12/2020,0,1038,some notes,https://share.ecoprop.com/WESTCOVE-CONDOMINIUM/R065963D
WOODGROVE CONDOMINIUM,,1/12/2020,0,880,some notes,https://share.ecoprop.com/WOODGROVE-CONDOMINIUM/R065963D
YONG AN PARK,,1/12/2020,0,2092,some notes,https://share.ecoprop.com/YONG-AN-PARK/R065963D
